studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,plantedSeedlotStockDbId,plantedSeedlotStockUniquename,plantedSeedlotCurrentCount,plantedSeedlotCurrentWeightGram,plantedSeedlotBoxName,plantedSeedlotTransactionCount,plantedSeedlotTransactionWeight,plantedSeedlotTransactionDescription,availableGermplasmSeedlotUniquenames,L chromometer value|CO_334:0002065,a chromometer value|CO_334:0002066,apical pubescence visual rating 0-2|CO_334:0000309,b chromometer value|CO_334:0002064,branching level counting|CO_334:0000079,cassava bacterial blight incidence 3-month evaluation|CO_334:0000178,cassava bacterial blight severity 3-month evaluation|CO_334:0000175,cassava green mite severity first evaluation|CO_334:0000189,cassava green mite severity second evaluation|CO_334:0000190,cassava mosaic disease incidence 1-month evaluation|CO_334:0000195,cassava mosaic disease incidence 3-month evaluation|CO_334:0000196,cassava mosaic disease severity 1-month evaluation|CO_334:0000191,cassava mosaic disease severity 3-month evaluation|CO_334:0000192,central leaf shape visual rating 1-10|CO_334:0000119,dry matter content by specific gravity method|CO_334:0000160,dry matter content percentage|CO_334:0000092,dry yield|CO_334:0000014,ease of peeling root cortex visual rating 1-3|CO_334:0000308,first apical branch height measurement in cm|CO_334:0000106,first fully expanded leaf color visual rating 1-9|CO_334:0000102,fresh root yield|CO_334:0000013,fresh shoot weight measurement in kg per plot|CO_334:0000016,fresh storage root weight per plot|CO_334:0000012,fufu dry weight in kg|CO_334:0002019,fufu fibre weight in g|CO_334:0002016,fufu initial weight in kg|CO_334:0002013,fufu peel weight in kg|CO_334:0002014,fufu peeled root weight in kg|CO_334:0002015,fufu pressed weight in kg|CO_334:0002018,gari fried weight in kg|CO_334:0002026,gari initial weight in kg|CO_334:0002020,gari mash weight in kg|CO_334:0002023,gari peel weight in kg|CO_334:0002021,gari peeled root weight in kg|CO_334:0002022,gari pressed weight in kg|CO_334:0002024,gari pulverised weight in kg|CO_334:0002025,gari shaft coarse weight in g|CO_334:0002027,gari shaft medium weight in g|CO_334:0002028,harvest index variable|CO_334:0000015,initial vigor assessment 1-7|CO_334:0000009,petiole color visual rating 1-9|CO_334:0000023,plant architecture visual rating 1-5|CO_334:0000099,plant height measurement in cm|CO_334:0000018,plant stands harvested counting|CO_334:0000010,root evaluation scaled 1-5|CO_334:0000228,root neck length visual rating 0-7|CO_334:0000022,root number counting|CO_334:0000011,root weight in air|CO_334:0000157,root weight in water|CO_334:0000158,rotted storage root counting|CO_334:0000084,specific gravity|CO_334:0000163,sprout count at one-month|CO_334:0000213,sprout count at three-month|CO_334:0000214,sprouting proportion|CO_334:0000008,starch content percentage|CO_334:0000071,staygreen visual scale 1-9|CO_334:0000224,storage root cortex color visual rating 1-4|CO_334:0000115,storage root periderm color visual rating 1-4|CO_334:0000064,storage root pulp color visual rating 1-3|CO_334:0000021,storage root shape visual rating 1-6|CO_334:0000020,storage root size visual rating 1-7|CO_334:0000019,total carotenoid by chart 1-8|CO_334:0000161,unexpanded apical leaf color visual rating 1-9|CO_334:0000101,notes
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,56646,TMS14F1049P0001,,plot,1044398,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1049P0001_312,3,7,312,7,12,test,,,,,,,,,,,84.42,-0.01,2,19.65,3,1,2,2,,0.1,0,2,1,5,,36,,3,91,5,,27,31,,,,,,,,,,,,,,,,,5,7,1,157,20,2,3,169,,,0,,40,40,,,2,1,3,1,2,3,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,57193,TMS14F1120P0003,,plot,1044420,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1120P0003_334,3,9,334,9,10,test,,,,,,,,,,,87.65,-0.58,0,20,3,1,2,2,,0,0,1,1,5,,28,,3,35,5,,27,23,,,,,,,,,,,,,,,,,3,7,2,137,20,3,3,74,,,0,,25,30,,,3,1,3,1,2,5,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,57274,TMS14F1131P0001,,plot,1044475,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1131P0001_313,3,8,313,8,12,test,,,,,,,,,,,88,-0.22,2,21.22,3,1,2,2,,0.1,0,2,1,5,,33,,3,32,3,,16,35,,,,,,,,,,,,,,,,,5,7,1,121.6,20,3,3,81,,,0,,38,41,,,2,1,3,1,2,5,2,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,57607,TMS14F1194P0002,,plot,1044478,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1194P0002_322,3,8,322,8,3,test,,,,,,,,,,,85.69,-0.715,0,20.62,2,1,2,2,,0,0,1,1,5,,29,,3,83,5,,16,26,,,,,,,,,,,,,,,,,5,7,1,129,20,3,3,166,,,0,,39,38,,,3,1,3,1,2,3,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,57612,TMS14F1195P0005,,plot,1044453,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1195P0005_310,3,7,310,7,10,test,,,,,,,,,,,86.05,-0.085,0,18.495,3,1,2,2,,0,0,2,1,5,,35,,3,33,5,,28,27.5,,,,,,,,,,,,,,,,,5,7,2,146,20,3,3,98,,,0,,42,42,,,3,1,3,1,2,3,1,,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,57703,TMS14F1208P0007,,plot,1044384,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1208P0007_318,3,8,318,8,7,test,,,,,,,,,,,87.455,-0.79,0,20.97,3,1,2,2,,0,0,1,1,5,,34,,3,31,5,,25,38,,,,,,,,,,,,,,,,,5,7,1,87,20,3,3,104,,,0,,41,39,,,2,1,3,1,2,5,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,57757,TMS14F1223P0007,,plot,1044435,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1223P0007_329,3,9,329,9,5,test,,,,,,,,,,,86.585,-0.725,0,15.115,2,1,2,3,,0,0,1,3,5,,28,,3,52,5,,20,44,,,,,,,,,,,,,,,,,5,7,1,114,20,3,3,144,,,0,,40,41,,,3,1,1,1,2,5,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,57766,TMS14F1224P0004,,plot,1044464,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1224P0004_332,3,9,332,9,8,test,,,,,,,,,,,84.26,0.365,0,30.83,3,1,2,2,,0,0,1,1,5,,34,,3,32,5,,15.5,20,,,,,,,,,,,,,,,,,3,7,2,101,20,3,3,51,,,0,,36,37,,,3,1,2,1,2,3,2,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,58009,TMS14F1262P0002,,plot,1044456,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1262P0002_311,3,7,311,7,11,test,,,,,,,,,,,91.655,-0.67,1,19.75,2,1,2,2,,0,0,1,1,5,,33,,3,53.8,5,,21,40.5,,,,,,,,,,,,,,,,,5,7,1,111,20,3,3,104,,,0,,42,42,,,2,1,3,1,2,5,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,49609,TMS14F1285P0017,,plot,1044419,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1285P0017_305,3,7,305,7,5,test,,,,,,,,,,,88.965,-0.815,2,17.465,1,1,2,2,,0,0,1,1,5,,31,,3,131.6,5,,24,52,,,,,,,,,,,,,,,,,5,7,3,161,20,2,3,102,,,0,,42,41,,,2,1,2,1,3,5,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,50053,TMS14F1291P0011,,plot,1044401,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1291P0011_323,3,8,323,8,2,test,,,,,,,,,,,93.225,-0.25,0,19.505,2,1,2,2,,0,0,1,1,5,,37,,3,50,5,,14,25.5,,,,,,,,,,,,,,,,,5,7,1,102,20,3,3,79,,,0,,41,42,,,3,1,3,1,2,3,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,49580,TMS14F1297P0019,,plot,1044473,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1297P0019_324,3,8,324,8,1,test,,,,,,,,,,,87.48,-0.485,0,18.495,3,1,2,2,,0,0,1,1,5,,24,,3,53,5,,24,17.5,,,,,,,,,,,,,,,,,5,7,1,109,20,3,3,86,,,0,,42,42,,,3,1,3,1,2,3,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,50190,TMS14F1300P0008,,plot,1044406,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1300P0008_320,3,8,320,8,5,test,,,,,,,,,,,87.625,-0.415,0,20.05,3,1,2,2,,0,0,2,3,5,,31,,3,110,5,,30,38,,,,,,,,,,,,,,,,,5,9,1,198,20,2,3,147,,,0,,42,42,,,2,1,2,1,2,3,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,50174,TMS14F1303P0012,,plot,1044440,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1303P0012_304,3,7,304,7,4,test,,,,,,,,,,,82.91,-0.755,1,19.495,4,1,2,2,,0,0.1,1,2,5,,34,,3,102,5,,27,38,,,,,,,,,,,,,,,,,5,7,1,168.4,20,3,3,204,,,0,,42,41,,,2,1,2,1,2,3,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,49826,TMS14F1306P0015,,plot,1044399,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1306P0015_302,3,7,302,7,2,test,,,,,,,,,,,87.76,-0.69,0,16.975,3,1,2,2,,0,0,1,1,5,,34,,3,89,5,,25,31,,,,,,,,,,,,,,,,,5,9,1,178,20,3,3,96,,,0,,42,42,,,2,1,3,1,2,3,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,49831,TMS14F1306P0020,,plot,1044431,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1306P0020_309,3,7,309,7,9,test,,,,,,,,,,,86.925,-0.51,0,18.43,1,1,2,2,,0.1,0,2,1,5,,31,,3,91,5,,30,40.5,,,,,,,,,,,,,,,,,5,7,3,161,20,2,3,119,,,0,,40,41,,,2,1,3,1,2,5,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,49799,TMS14F1310P0004,,plot,1044436,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1310P0004_301,3,7,301,7,1,test,,,,,,,,,,,88.335,-0.17,0,16.995,2,1,2,2,,0,0,1,1,5,,28,,3,38,5,,22,28.5,,,,,,,,,,,,,,,,,5,7,2,111,20,3,3,97,,,0,,42,42,,,3,1,3,1,2,3,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,49893,TMS14F1311P0002,,plot,1044408,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1311P0002_317,3,8,317,8,8,test,,,,,,,,,,,86.495,-0.795,1,20.505,3,1,2,2,,0,0,1,1,5,,35,,3,89,5,,32,38.5,,,,,,,,,,,,,,,,,5,7,1,173,20,3,3,216,,,0,,42,42,,,2,1,2,1,2,3,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4348,18.GS.C2.setA.UYT.36.IK,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Ikenne for 2018-19 breeding season,Alpha,6,5.5,0.36288,no,no,2018-June-18,2019-June-18,32,Ikenne,49965,TMS14F1312P0003,,plot,1044417,2019-18.GS.C2.setA.UYT.36.IK-rep3-TMS14F1312P0003_315,3,8,315,8,10,test,,,,,,,,,,,83.41,-0.415,2,17.71,3,1,2,2,,0,0.1,1,2,5,,32,,3,92,5,,26,34.5,,,,,,,,,,,,,,,,,5,7,1,171,20,3,3,93,,,0,,42,42,,,2,1,3,1,2,5,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4363,18.GS.C2.setA.UYT.36.KN,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Kano for 2018-19 breeding season,Alpha,6,5.5,0.4536,no,no,2018-July-16,2019-July-16,18,Kano,1936,IITA-TMS-IBA000070,,plot,1059087,2019-18.GS.C2.setA.UYT.36.KN-rep1-IITA-TMS-IBA000070_119,1,2,119,4,6,check,,,,,,,,,,,,,0,,3,0,1,2,,0,0,1,1,5,,30.7,,1,61,5,,48.5,42.5,,,,,,,,,,,,,,,,,7,9,1,116,20,,3,114,,,7,,36,36,,,2,1,2,1,2,7,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4363,18.GS.C2.setA.UYT.36.KN,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Kano for 2018-19 breeding season,Alpha,6,5.5,0.4536,no,no,2018-July-16,2019-July-16,18,Kano,5,IITA-TMS-IBA30572,,plot,1059032,2019-18.GS.C2.setA.UYT.36.KN-rep1-IITA-TMS-IBA30572_121,1,3,121,4,4,check,,,,,,,,,,,,,0,,3,0,1,2,,0.46,0,4,1,5,,30.3,,1,81,3,,25,19.5,,,,,,,,,,,,,,,,,5,5,1,129,18,,3,56,,,0,,26,20,,,4,1,3,1,2,5,1,5,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4363,18.GS.C2.setA.UYT.36.KN,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Kano for 2018-19 breeding season,Alpha,6,5.5,0.4536,no,no,2018-July-16,2019-July-16,18,Kano,723,IITA-TMS-IBA980581,,plot,1059128,2019-18.GS.C2.setA.UYT.36.KN-rep1-IITA-TMS-IBA980581_108,1,1,108,2,5,check,,,,,,,,,,,,,0,,0,0,1,3,,0,0,1,1,5,,32.4,,1,120,3,,27.5,12.5,,,,,,,,,,,,,,,,,7,9,4,91.8,15,,3,70,,,0,,30,29,,,4,1,2,1,2,5,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4363,18.GS.C2.setA.UYT.36.KN,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Kano for 2018-19 breeding season,Alpha,6,5.5,0.4536,no,no,2018-July-16,2019-July-16,18,Kano,725,IITA-TMS-IBA982101,,plot,1059051,2019-18.GS.C2.setA.UYT.36.KN-rep1-IITA-TMS-IBA982101_120,1,2,120,4,5,check,,,,,,,,,,,,,2,,3,0,1,2,,0,0,1,1,5,,32.5,,1,73,3,,42,20,,,,,,,,,,,,,,,,,7,8,1,101,20,,3,90,,,0,,31,30,,,3,1,2,1,2,5,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4363,18.GS.C2.setA.UYT.36.KN,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Kano for 2018-19 breeding season,Alpha,6,5.5,0.4536,no,no,2018-July-16,2019-July-16,18,Kano,39671,TMEB419,,plot,1059116,2019-18.GS.C2.setA.UYT.36.KN-rep1-TMEB419_123,1,3,123,4,2,check,,,,,,,,,,,,,0,,1,0.24,2,2,,0,0,1,1,5,,33.3,,1,119,3,,32,18,,,,,,,,,,,,,,,,,7,5,4,134,20,,3,62,,,0,,34,34,,,3,1,3,1,2,5,1,5,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4363,18.GS.C2.setA.UYT.36.KN,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Kano for 2018-19 breeding season,Alpha,6,5.5,0.4536,no,no,2018-July-16,2019-July-16,18,Kano,122888,TMS13F1021P0008,,plot,1059097,2019-18.GS.C2.setA.UYT.36.KN-rep1-TMS13F1021P0008_130,1,3,130,6,6,test,,,,,,,,,,,,,1,,2,0,1,2,,0,0,1,1,5,,,,1,114,3,,57.5,30,,,,,,,,,,,,,,,,,7,7,3,149,20,,3,82,,,2,,34,33,,,2,1,3,1,2,7,1,7,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4363,18.GS.C2.setA.UYT.36.KN,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Kano for 2018-19 breeding season,Alpha,6,5.5,0.4536,no,no,2018-July-16,2019-July-16,18,Kano,122934,TMS13F1114P0001,,plot,1059113,2019-18.GS.C2.setA.UYT.36.KN-rep1-TMS13F1114P0001_122,1,3,122,4,3,test,,,,,,,,,,,,,1,,3,0,1,2,,0,0,1,1,5,,38.6,,1,91,3,,37,33,,,,,,,,,,,,,,,,,7,7,1,121,20,,3,126,,,0,,36,33,,,2,1,3,1,2,5,1,5,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4363,18.GS.C2.setA.UYT.36.KN,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Kano for 2018-19 breeding season,Alpha,6,5.5,0.4536,no,no,2018-July-16,2019-July-16,18,Kano,122958,TMS13F1182P0002,,plot,1059056,2019-18.GS.C2.setA.UYT.36.KN-rep1-TMS13F1182P0002_131,1,4,131,6,6,test,,,,,,,,,,,,,0,,2,0,1,2,,0,0,1,1,5,,23.3,,1,57,3,,70,28.5,,,,,,,,,,,,,,,,,7,7,1,127,20,,3,86,,,3,,33,32,,,2,1,3,2,2,7,2,5,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4363,18.GS.C2.setA.UYT.36.KN,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Kano for 2018-19 breeding season,Alpha,6,5.5,0.4536,no,no,2018-July-16,2019-July-16,18,Kano,123010,TMS13F1461P0002,,plot,1059075,2019-18.GS.C2.setA.UYT.36.KN-rep1-TMS13F1461P0002_112,1,2,112,2,1,test,,,,,,,,,,,,,0,,3,0,1,1,,0,0,1,1,5,,35.2,,1,56,3,,40,38.5,,,,,,,,,,,,,,,,,7,5,1,120,20,,3,96,,,0,,29,28,,,1,1,3,1,2,5,1,5,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4363,18.GS.C2.setA.UYT.36.KN,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Kano for 2018-19 breeding season,Alpha,6,5.5,0.4536,no,no,2018-July-16,2019-July-16,18,Kano,123024,TMS13F2061P0005,,plot,1059058,2019-18.GS.C2.setA.UYT.36.KN-rep1-TMS13F2061P0005_111,1,2,111,2,2,test,,,,,,,,,,,,,0,,3,0,1,2,,0,0,1,1,5,,33.1,,1,89,3,,30,30,,,,,,,,,,,,,,,,,5,5,3,140,20,,3,90,,,1,,33,29,,,3,1,3,1,2,5,1,5,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4363,18.GS.C2.setA.UYT.36.KN,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Kano for 2018-19 breeding season,Alpha,6,5.5,0.4536,no,no,2018-July-16,2019-July-16,18,Kano,123093,TMS13F2207P0001,,plot,1059135,2019-18.GS.C2.setA.UYT.36.KN-rep1-TMS13F2207P0001_105,1,1,105,1,5,test,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,34,,,,,,,,,,,,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4363,18.GS.C2.setA.UYT.36.KN,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Kano for 2018-19 breeding season,Alpha,6,5.5,0.4536,no,no,2018-July-16,2019-July-16,18,Kano,58215,TMS14F1001P0004,,plot,1059117,2019-18.GS.C2.setA.UYT.36.KN-rep1-TMS14F1001P0004_113,1,2,113,3,1,test,,,,,,,,,,,,,0,,3,0,1,3,,0,0,1,1,5,,27.8,,1,43,3,,37,20.5,,,,,,,,,,,,,,,,,7,7,1,102,20,,3,76,,,0,,35,32,,,3,1,3,2,2,5,3,5,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4363,18.GS.C2.setA.UYT.36.KN,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Kano for 2018-19 breeding season,Alpha,6,5.5,0.4536,no,no,2018-July-16,2019-July-16,18,Kano,58311,TMS14F1016P0006,,plot,1059125,2019-18.GS.C2.setA.UYT.36.KN-rep1-TMS14F1016P0006_109,1,1,109,2,4,test,,,,,,,,,,,,,0,,1,0.23,2,2,,0,0,1,1,5,,35.2,,1,66,3,,36.5,39,,,,,,,,,,,,,,,,,7,7,4,99,20,,3,146,,,1,,36,35,,,3,1,3,1,2,5,1,5,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4363,18.GS.C2.setA.UYT.36.KN,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Kano for 2018-19 breeding season,Alpha,6,5.5,0.4536,no,no,2018-July-16,2019-July-16,18,Kano,56467,TMS14F1022P0006,,plot,1059076,2019-18.GS.C2.setA.UYT.36.KN-rep1-TMS14F1022P0006_115,1,2,115,3,3,test,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,34,,,,,,,,,,,,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4363,18.GS.C2.setA.UYT.36.KN,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Kano for 2018-19 breeding season,Alpha,6,5.5,0.4536,no,no,2018-July-16,2019-July-16,18,Kano,56570,TMS14F1035P0004,,plot,1059037,2019-18.GS.C2.setA.UYT.36.KN-rep1-TMS14F1035P0004_126,1,3,126,5,2,test,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,1,,,,18,5.5,,,,,,,,,,,,,,,,,7,,,,12,,3,40,,,0,,36,,,,,1,3,1,2,3,1,,TZMRK180001_1-1
2018,162,IITA,"IITA cassava breeding program, Ibadan, Nigeria",4363,18.GS.C2.setA.UYT.36.KN,Genomic selection cycle 2 Uniform Yield Trial Set A using 36 accessions in Kano for 2018-19 breeding season,Alpha,6,5.5,0.4536,no,no,2018-July-16,2019-July-16,18,Kano,56573,TMS14F1035P0007,,plot,1059029,2019-18.GS.C2.setA.UYT.36.KN-rep1-TMS14F1035P0007_132,1,4,132,6,5,test,,,,,,,,,,,,,1,,3,0,1,2,,0,0,1,1,5,,31.3,,1,48,3,,34,32,,,,,,,,,,,,,,,,,5,7,1,98,20,,3,132,,,4,,35,33,,,2,1,3,1,2,5,1,7,TZMRK180001_1-1
